ship_type,engine_power_kw,sfoc,cargo_load_pct,avg_speed_knots,distance_nm,wave_height_m,wind_speed_mps,current_speed_mps,monsoon_season,fuel_consumption_tons
Tanker,13139.03015,187.3713939,57.39268556,8.701187264,3431.683915,0.968387752,11.15942357,0.957851241,0,1464.093757
Tanker,12549.99537,177.9478463,58.25926247,18.57508682,1658.640278,0.935831022,17.434389,1.564335904,0,328.6228486
Container,16137.96774,161.436589,77.23751554,14.75331098,5915.656112,3.036959256,13.68266297,0.063376755,1,2132.71228
Bulk Carrier,20227.66,163.16,82.62,13.92,66.04,0.8,8.28,0.66,1,18.4014
Bulk Carrier,16761.67906,183.6112775,75.23296553,18.70944019,5820.966376,3.057044744,6.462574888,-0.095160063,0,1526.545838
Container,15341.12,174.72,87.84,18.99,250.48,2.5,5.29,1.07,1,43.0739
Container,14779.05902,160.0,44.59678607,15.0711163,5560.585401,1.932198927,3.298704155,-1.555986495,0,1207.312135
Tanker,19030.59211,201.7271801,55.47615131,17.06627436,2717.313164,3.801791354,14.30210517,1.115720424,0,1032.177243
Container,28387.5,175.43,86.88,8.32,201.59,2.52,7.44,0.83,1,148.2367
Tanker,12909.23323,189.0637643,66.69648788,13.51016268,3260.324136,3.091847843,16.52291196,-1.401397528,1,1240.383771
Container,21276.69447,160.0,64.35623974,17.02273547,3074.759244,3.147266505,2.171379635,0.235295227,0,861.9108975
Container,15757.42685,201.5519291,86.95949484,14.56724867,4400.539615,5.409726432,15.31972826,1.973155436,1,1987.865745
Tanker,15717.82394,167.8772814,43.76533308,13.44511988,1592.558045,5.10143285,17.74733676,1.125835697,0,652.1442282
Container,12110.57978,160.0,98.59318034,15.51074949,3614.086648,4.542610467,4.009382448,-0.993330417,1,828.4027825
Bulk Carrier,7500.329222,220.0,65.14075699,17.07398094,5088.956305,3.589669808,13.32835183,0.024625487,0,906.5305272
Bulk Carrier,16963.29381,181.2050197,86.62828645,14.28887183,5284.628451,2.012635793,2.830061157,-1.005080932,0,1691.537697
Tanker,5913.181928,189.1683639,85.35125169,10.31321464,1488.677726,5.55244269,10.21064621,0.352111359,0,337.8512346
Container,13491.78771,160.0,65.24962654,16.46501067,2310.92289,0.986529841,16.40561464,1.312215745,0,500.0637717
Container,13917.76282,197.4102613,67.44946147,20.99970752,701.3693027,4.795953935,6.975250753,-0.049414123,0,156.4648102
Tanker,7883.138451,215.2133582,53.29887533,16.01592551,1288.224742,3.115818236,14.08334716,-1.320356618,0,255.7963092
Bulk Carrier,16628.95,185.78,73.44,15.53,204.64,2.49,3.94,0.34,0,49.6279
Tanker,21531.10499,160.0,40.054526,14.30028642,1820.337698,4.786636639,4.642380193,-1.405207736,0,682.0276742
Bulk Carrier,12439.5,169.72,99.83,8.0,281.42,1.37,9.54,0.21,1,88.6348
Tanker,11045.00719,175.7278902,98.25674655,13.89967687,5790.22756,3.256896605,15.67329992,-1.111584528,0,1838.688795
Container,19021.72206,195.8649476,62.12317094,12.30510773,5346.946019,3.666220236,10.12001284,0.707927154,0,2678.980182
Tanker,19462.91289,182.2976749,90.1400684,11.36929563,4588.691676,4.467160567,10.78835927,-1.642711077,1,3154.480567
Bulk Carrier,29473.74,163.27,73.98,13.29,259.61,0.53,7.74,1.15,0,112.283
Bulk Carrier,10517.8149,176.3882158,64.55300978,18.98109909,1608.149441,4.341139918,2.603703025,-0.92729755,1,250.9334087
Container,16250.48122,160.0,56.73041683,15.74913125,3135.324985,4.847321175,16.88603862,1.945001485,0,1052.577239
Container,13803.27267,183.1128409,83.7291447,11.42660901,1521.569565,1.401779732,16.04361782,-1.173830984,0,651.7852555
Bulk Carrier,14742.42487,167.2948144,70.16794191,14.67700123,5707.736271,4.791445534,8.114258054,0.27111037,1,1788.452206
Tanker,18877.61487,194.0004496,42.8712217,14.91409599,4624.169414,4.727548255,2.868432471,1.682226135,1,1534.534288
Tanker,11810.96677,160.3194591,87.57600182,12.85639772,1780.923591,3.684306831,9.316227806,1.579012519,0,453.4399311
Tanker,25584.92369,181.8827929,42.67552428,15.53808007,2666.640808,1.589657158,4.416819216,-1.811829714,1,1202.459216
Bulk Carrier,9240.204626,183.569984,70.97720198,14.39951706,2273.16262,3.146433835,11.09167317,1.73729176,0,466.4650976
Bulk Carrier,8597.948083,188.2802476,48.98337414,15.3743808,5858.233462,3.366933138,12.60744659,1.786674897,0,1063.425168
Tanker,20039.42476,176.058801,87.81315446,16.88213243,3102.995604,4.692134451,12.53118068,1.746789598,0,1212.17567
Tanker,18496.99124,182.3593212,64.46744096,8.0,2238.34565,2.361128173,13.52303565,-0.39859563,1,1786.037306
Bulk Carrier,15425.06456,180.9490623,73.38637444,14.7041969,5136.143942,0.722634914,5.432781869,-1.110803704,0,1382.796335
Bulk Carrier,15576.27433,181.8847016,85.28542469,12.73062573,5596.681748,5.263431603,3.014481116,-0.758699632,0,2090.646595
Bulk Carrier,10682.78885,186.1270094,46.50555864,15.74431931,2784.345639,0.725617896,16.17181847,-0.058970588,0,579.870126
Bulk Carrier,18048.11927,209.9639644,63.14591031,16.46242979,1585.152712,5.638511597,8.981512493,1.981410658,1,685.3593946
Container,16407.70564,166.6978646,52.3357999,17.11210437,5287.214892,4.194955192,4.399118801,1.210952843,0,1217.358629
Container,14417.06922,170.6112154,73.87467578,12.03702391,4759.701056,0.643769212,11.98473232,-0.697558052,1,1852.194928
Bulk Carrier,9417.44,166.87,81.86,10.6,296.88,2.76,5.25,0.54,0,46.9524
Container,10572.17094,189.3411113,95.32813531,15.61480528,2962.108781,5.315234945,14.29285275,0.444578517,0,857.1373168
Container,17868.45013,160.0,83.55013931,11.84078361,933.9023161,5.33815311,8.511421512,0.975300222,1,457.0665014
Bulk Carrier,16402.59,176.24,92.18,9.72,129.07,1.12,7.41,1.36,0,43.31
Bulk Carrier,14173.66521,176.4245812,52.39131264,11.57883591,2835.107306,5.55700216,14.67205423,1.908402088,1,1349.27257
Tanker,13396.68397,220.0,57.03714427,15.29312798,5769.778237,4.26281365,10.10493236,-0.174027717,1,2105.399294
Container,19980.4,177.64,55.18,8.62,287.7,2.55,5.58,0.41,1,135.8891
Container,15282.22474,196.2271298,67.78297418,10.62845184,2060.990594,5.702927696,3.139047726,1.088963571,0,833.9776879
Container,19767.17487,195.988338,79.4572002,12.78639485,4668.326478,3.243696057,2.895856883,1.588494065,0,1916.798927
Bulk Carrier,20186.53269,196.9532297,58.49889792,9.990892671,5660.956616,3.081607565,9.528485906,0.959810217,0,3936.475125
Bulk Carrier,13162.17834,174.4370015,62.42228423,19.8045817,5777.128338,2.249579959,12.64488061,-0.00281274,1,1320.240883
Bulk Carrier,16001.43927,176.1743949,90.49409542,17.76333586,2278.698976,1.492154369,13.16588483,1.518790798,0,634.5604121
Container,18619.38815,160.0,42.01206413,18.99746332,3967.715168,3.622917476,7.448198304,1.876476902,0,868.6397563
Bulk Carrier,12514.60415,193.7330531,74.69053541,16.16783156,3591.207879,4.597460953,7.378459644,-0.911190524,1,922.906298
Container,15922.28257,160.8436566,96.14135427,12.6930914,5499.353744,0.764151119,13.39310137,-0.341732585,1,1995.313378
Tanker,16859.43497,169.3080633,91.86980378,18.02400622,3426.05687,0.606017157,10.78424887,-0.196095116,0,878.7995831
Bulk Carrier,14924.98374,183.3901297,67.74481373,17.1100971,3063.025798,4.016241286,2.070766082,0.58395033,1,754.4219105
Container,20455.87149,204.6423052,44.77042972,16.50260627,1294.396823,3.510125333,13.06918782,1.244105931,0,578.7383882
Tanker,13024.85416,160.0,54.14478793,11.40823955,1868.637094,2.000293426,4.119139858,0.873620277,0,467.6283303
Tanker,19240.42,163.69,66.2,19.67,289.0,0.58,3.51,1.21,0,56.5782
Container,16452.99547,182.6372988,93.20608268,15.26228649,4810.671134,5.778504331,14.44086571,-0.008681713,1,2302.024654
Bulk Carrier,9037.170289,196.0766009,49.50576969,14.13155024,1275.851724,3.051219878,7.055715871,-1.011370309,1,266.0272867
Bulk Carrier,7063.824387,160.0,41.43417788,15.42456613,5261.057685,1.535721624,15.40987837,0.500965671,0,690.2041401
Tanker,13838.56301,180.2014376,48.65715609,16.00252641,740.4496883,3.436266286,3.165169939,1.413922778,0,157.5863569
Container,20511.61,173.96,67.92,10.92,245.52,2.75,4.98,0.23,0,85.705
Tanker,17637.99,185.47,73.63,13.52,225.64,1.56,2.55,1.49,0,58.284
Tanker,13380.14535,202.8340836,80.70199474,11.99092106,539.7749115,1.728989646,2.998112084,0.427402625,0,169.924424
Container,11724.94203,189.7074803,83.91410886,12.95396263,5676.772478,1.857362728,3.162991151,-1.355758132,1,1484.518969
Tanker,18549.10476,197.7515073,89.89016315,14.8182167,5290.3355,0.687247006,13.19798832,1.444282244,1,2196.865297
Container,14569.95,184.66,77.26,19.65,253.48,1.21,3.94,1.13,0,43.0515
Bulk Carrier,24499.66927,205.0033271,84.84456772,13.58510466,5443.106413,5.276402772,13.16551265,1.768789937,0,3713.439636
Tanker,11848.31768,210.4440926,72.97939123,13.57220264,5217.708544,2.717455521,8.512083959,0.563026981,0,1402.381921
Container,14186.43731,186.7191753,96.43712818,15.33667145,1126.836629,2.513408102,7.60900826,-0.088984238,1,342.2508841
Tanker,6620.187541,201.5090076,80.67683775,13.62681489,3621.443708,0.648173826,3.640512338,-0.924547496,0,473.7908896
Container,20444.3491,187.7962522,59.04092477,16.75262816,3046.344972,3.730361187,13.87020447,-0.402006405,0,1276.934346
Bulk Carrier,15633.79148,182.5523844,89.30735076,14.434246,1768.060487,5.302303446,9.538657834,0.408746157,0,678.0841655
Container,12513.15338,183.6653174,62.17305857,13.13881926,2353.613134,3.617388133,5.216816748,1.792469704,0,579.0720864
Container,11991.98597,203.0489375,79.24793751,17.71036846,1443.654869,3.139507907,3.781904937,-0.599442234,0,333.3997544
Bulk Carrier,15590.92201,160.0,46.47469224,16.79772218,2812.126246,0.924101258,13.57843174,-1.332241721,0,717.0778316
Bulk Carrier,11288.21,169.49,62.6,9.71,113.29,1.74,8.98,1.04,0,25.8718
Container,21583.29173,204.174346,68.82630293,18.00047602,1085.358628,1.122844746,4.216537669,-1.813329132,1,421.2273868
Bulk Carrier,19300.12642,196.0678712,47.32065652,11.21376952,916.1923076,2.651247472,6.778360138,-0.226291326,1,461.8760247
Container,11211.35146,174.8387459,96.738113,16.34875406,3138.971428,4.254156838,11.48189721,-1.157740157,1,760.1057347
Container,18498.61722,163.9761146,89.34525271,16.32926777,2070.809327,2.310034779,9.716276378,1.856557109,1,662.2545468
Tanker,12855.3957,171.1522847,81.07032393,10.64111042,5533.159958,1.955062501,14.39376689,-1.672994392,1,2220.402336
Tanker,17871.06164,160.5195533,72.54280212,14.14515489,4673.429563,2.470897637,6.003172381,1.720684748,0,1331.239477
Tanker,23585.16,167.63,69.7,17.93,197.65,2.24,6.97,0.75,1,47.4564
Bulk Carrier,14826.01,166.58,69.4,8.99,129.19,2.12,4.15,1.1,0,37.4537
Container,14640.66109,178.6546429,92.67773793,14.960283,889.6744854,4.025264857,15.00878085,0.804010286,0,337.8711576
Tanker,18111.38668,204.9689427,94.0853298,10.69731142,3367.037538,0.509569721,5.310400439,0.243077917,0,1772.919089
Tanker,23121.79467,173.018196,82.30307013,11.81899942,4831.324464,4.126192784,10.16929452,1.747767808,0,2713.379997
Container,19557.13852,179.1207544,76.48693467,14.24971803,5408.716573,5.55209389,7.081850861,-1.387593656,1,2580.749128
Tanker,7181.276018,220.0,53.8625077,13.18664447,5507.823022,4.657636932,13.47240273,1.560173091,0,1093.413165
Tanker,19521.13737,198.900178,54.47942661,12.58759129,1502.589285,2.752220243,14.05626979,0.592681447,1,891.6988237
Bulk Carrier,29914.15,170.03,71.13,18.28,165.84,2.09,4.95,0.12,0,53.3187
Bulk Carrier,16385.72024,168.2482479,70.75454109,11.77565875,3962.606149,4.053668992,7.003394586,-1.64044518,1,1827.432814
Container,10622.45999,160.0,53.38871327,15.92557395,5818.072414,4.296766848,13.97663029,1.118211295,0,1092.165913
Tanker,11480.47118,194.4516962,44.28568193,16.81711644,2288.284893,0.51886793,11.62267906,1.663165337,0,467.7659094
Bulk Carrier,23694.84056,205.5687404,47.05923432,12.11092937,4774.314529,3.284626257,6.322471985,0.712438196,1,3272.619211
Container,7007.03754,160.0,58.03013803,12.98456389,5476.150752,0.857486273,17.76437929,-0.797173219,0,823.6112852
Container,12888.51078,160.0,87.18890997,13.17352026,2922.09501,0.576823592,14.40059119,1.826507014,1,805.6686737
Tanker,19164.84947,174.857587,48.45494259,10.20109147,4673.847248,2.81954609,11.75308776,0.211825713,1,2885.54699
Bulk Carrier,14716.1533,175.8103757,70.61219638,16.44005313,5676.338129,1.525406824,10.02168563,0.920308688,1,1423.82462
Container,14185.18767,220.0,94.68588705,15.91259533,2030.775291,5.927584388,4.738638387,-1.522257975,1,823.489545
Container,15535.14,163.77,61.46,14.61,99.63,2.4,5.01,0.35,1,18.2181
Tanker,6317.38,172.51,54.57,12.75,155.26,1.99,7.19,0.04,0,15.2281
Tanker,8920.931288,175.2909865,60.88158958,12.3208158,2332.02915,5.284410607,16.94766074,0.369727579,0,599.6558882
Bulk Carrier,15733.27018,174.4362724,52.85702612,13.96441515,3197.965135,2.777184121,17.28907835,1.051673139,1,1200.143826
Bulk Carrier,14337.32363,193.0145665,91.00817703,13.53707586,3339.695488,4.84506864,11.92295524,-1.113210245,0,1403.015119
Bulk Carrier,16356.63954,184.0495207,62.27245168,15.68286046,3129.696708,1.816106215,10.39617208,1.161575083,1,1027.299527
Container,19328.74388,202.5448868,95.71704832,19.15357933,5611.943457,1.269057909,15.36702854,-1.982721491,1,2453.681012
Container,21627.31848,182.2943572,72.96953155,15.80062403,5160.622018,1.20046411,15.57479553,1.299047449,0,2085.857593
Bulk Carrier,14271.43002,197.0131706,77.1826804,13.20332541,1690.113756,1.442821807,2.458887047,-0.326090749,0,532.5270941
Bulk Carrier,14257.6632,197.6427485,63.30218679,9.370200616,3911.733655,1.29161155,6.808649629,1.018352731,0,1664.660009
Bulk Carrier,5000.0,161.694859,55.64687721,15.05172493,892.5462188,3.53128957,8.46637648,0.801374468,1,80.72028629
Bulk Carrier,12818.8524,168.6688662,84.65600648,16.50883038,1027.126792,3.352759121,10.85418743,1.858639147,1,246.2659363
Tanker,10121.33111,160.0,48.83235429,11.46352994,4046.873932,1.556852235,9.332594122,0.17576727,0,856.7605421
Tanker,22127.44121,176.3324742,90.76645067,17.67785042,565.7351112,5.071902374,12.37320069,0.316665651,1,278.2265001
Container,10952.49609,203.3182524,86.44850625,17.84200643,5634.848923,0.764097015,11.70346193,0.760570482,0,1044.595493
Bulk Carrier,14823.39565,170.739644,84.5696203,17.33470424,4668.620676,5.557051793,17.37608675,0.928909068,0,1512.793643
Container,12397.046,171.4644154,86.81209604,16.69987304,5248.676136,3.323122338,13.03783783,-0.479875556,1,1354.018825
Bulk Carrier,14584.20494,192.0811601,67.13776805,16.57005969,3115.749329,4.67759721,6.41829041,1.402672199,0,887.7032605
Bulk Carrier,15820.4959,194.9676916,97.4748761,11.73897103,5769.06841,4.313688717,7.78456297,-0.439017623,1,3159.61742
Bulk Carrier,16366.25573,160.0,77.47256618,15.33357793,1236.154079,5.592397574,10.64974811,-0.152923266,0,423.9298241
Tanker,10382.35113,191.7169326,49.70406577,18.53884709,5186.724211,1.79652039,9.830248558,-1.727368423,1,983.079672
Tanker,17143.10016,202.3882583,42.66811033,17.67993281,3010.477493,1.174364675,12.01703691,-0.661833194,1,1066.575343
Bulk Carrier,19406.42203,217.9779479,98.59746175,13.19044577,4317.2077,2.906808736,2.922240602,-1.508641158,0,2131.187012
Tanker,15017.04667,160.0,90.71860379,10.37392351,1316.966585,4.383922965,12.57175627,-0.57182686,1,646.5916478
Container,21246.83,188.22,89.09,13.36,60.39,1.6,6.78,0.21,0,20.0838
Tanker,18128.79528,167.3222412,52.81289927,16.02703815,5857.16182,0.727120352,10.3296033,1.886543102,0,1566.942206
Container,16173.54,181.93,70.34,12.91,226.19,1.6,3.13,0.25,1,61.4445
Container,22439.85,169.02,82.1,8.68,51.65,0.54,7.38,1.19,0,24.1125
Tanker,20061.26392,206.7725154,45.6092118,12.54758648,3953.332615,5.097928966,9.073995771,-1.928716503,0,2630.504766
Container,13200.33102,162.2948542,92.06068078,12.28030159,5098.957035,3.555957963,3.961510301,0.672517964,0,1324.640648
Bulk Carrier,18366.93672,205.1194148,51.07794143,18.78582955,1736.184414,4.839909861,8.236498389,-0.403706022,1,660.2365164
Bulk Carrier,7994.248011,161.7842443,59.21911441,14.56018755,1975.738785,1.625133523,4.667072241,-0.086135201,0,243.4703809
Bulk Carrier,21220.23445,179.4974716,47.46641702,12.76242769,2982.535907,5.749922518,3.465397819,0.536341355,0,1456.702238
Container,14924.20891,160.0,70.50124628,16.41031058,3345.416858,1.854833541,14.26368778,0.573407158,1,871.0319264
Tanker,12178.15155,168.908595,45.19488853,18.16188311,1708.323866,3.648042952,2.532551979,-0.600351071,1,293.2977932
Container,9371.29206,189.8019001,69.2897315,12.42945317,1733.697445,4.219081533,13.12848094,-1.518686985,0,479.0890367
Tanker,15289.35597,167.7230986,98.15998845,14.3728307,1963.152058,4.866492442,5.979152935,1.523457464,0,562.1093926
Container,9794.82,181.67,62.4,17.21,26.6,0.84,3.21,0.02,0,2.9956
Bulk Carrier,9886.055572,215.2593679,68.5185748,14.97861559,2083.032232,3.071975425,7.107903193,1.884154293,0,440.1420955
Container,15553.62174,197.9319949,96.77481185,16.29035209,1466.524886,4.392352405,16.65947884,-1.863654834,0,660.8984746
Container,9089.481364,160.0,86.92669727,12.46461115,682.3108557,2.729255599,15.44209569,1.615672183,0,143.2680447
Tanker,14379.40289,186.314809,78.35320836,19.27021733,1944.806553,3.920755811,5.863307422,-1.818253485,0,497.4737063
Tanker,23570.83053,194.8958903,74.47074431,8.0,4317.489636,5.593621195,5.010441627,-1.372478666,0,4944.941398
Container,17427.25601,199.1028177,40.35225466,16.65097187,1072.699257,0.588633134,14.82293648,-0.617109729,0,373.5186748
Bulk Carrier,14485.73312,160.0,96.36486773,14.03409877,5939.148727,5.302168192,16.549352,-0.848018192,0,2328.139309
Tanker,19747.69067,163.7384532,72.08388927,16.67942597,5986.683393,3.757769117,8.059623235,-0.603381746,1,2134.0267
Tanker,17438.67229,189.599218,93.75546857,17.26163924,723.2536225,2.598199888,17.91215192,0.580814754,0,254.2110184
Container,13686.96064,160.9129947,48.88822573,12.77950824,2755.392825,5.144454903,17.18588342,0.376270705,0,984.7252485
Bulk Carrier,9278.081742,160.0,58.53914211,13.66124455,5480.995685,5.224733117,12.26413437,1.474843334,0,1056.487215
Tanker,13277.63211,178.0543193,81.26947168,12.43445096,1336.084638,2.038289604,7.003053592,-0.116303419,1,419.4570976
Container,19488.28138,168.0219801,71.64150989,14.20534211,5812.366261,5.126196717,13.60486558,-1.275959259,0,2808.617487
Tanker,14096.24,167.0,51.95,9.39,137.22,2.99,3.52,1.13,1,41.5377
Bulk Carrier,11353.38745,160.0,73.74507257,9.911070733,4497.821398,3.562943095,8.701305198,0.481473664,1,1352.965247
Bulk Carrier,13585.45432,182.5544075,48.56006805,13.54934821,5079.72274,5.499543688,6.021539937,0.984498395,0,1452.63692
Container,15531.29694,175.3165794,57.53146731,13.58079927,5176.741926,3.502539726,13.83437381,-0.062214847,0,1882.141275
Tanker,13981.16633,201.7581699,81.43538051,12.12161407,1439.687189,3.177447626,16.5032843,-0.794177895,0,724.1795323
Container,18111.41177,190.3904931,42.80037087,15.27190787,5647.641546,3.178347338,7.247189909,0.564131144,0,1892.713864
Bulk Carrier,22255.42455,167.2716814,95.31463912,8.3550118,1514.314068,4.822928891,9.648369252,0.922643425,1,1289.276647
Tanker,15838.91,185.75,80.29,9.1,238.3,1.21,3.94,0.58,0,84.4957
Container,14691.39824,200.6065677,53.93065285,11.94254518,3653.901722,3.056562974,13.0296474,-1.305741127,0,1533.2904
Tanker,13813.61321,195.4432474,61.30442024,12.78102036,1994.489643,1.510142312,16.64807375,-0.995428951,1,821.1465004
Container,7165.339427,190.2086867,89.80760879,12.97018794,5974.76987,5.341636388,14.70467094,-1.323456092,1,1456.80796
Tanker,10095.85632,188.8679836,57.22430491,19.78641031,2292.930915,4.30009818,2.746394854,-1.197973998,0,361.1488201
